What building is the class in?,[],"ChatCompletion(id='chatcmpl-APjwVC5lxKs6dDdIjYsas5RGnkNY7', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""Could you please clarify whether you're asking about the location for COMP690 or COMP893?"", refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698167, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=17, prompt_tokens=577, total_tokens=594, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",0.9513504505157471,
I am asking about COMP893,"[dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['pages (not including spacing, figures and tables) for this section.  \n \n3. Self-assessment of the Project Experience.  In this section you should answer the following \nquestions:  \n \n  Comp 893 \n - What did you learn from your experience?']), dict_values(['• Function effectively as a member or leader of a team engaged in IT activities.  \n• Identify and analyze user needs in the process of developing and operating computing \nsystems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28'])]","ChatCompletion(id='chatcmpl-APjwZIeedmKrTm0gAgPS7z47eMwhM', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='Great! What would you like to know about COMP893? If you have specific questions about the course details, syllabus, or related topics, feel free to ask!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698171, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=33, prompt_tokens=1126, total_tokens=1159, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.2581844329833984,893
What's the course description?,[],"ChatCompletion(id='chatcmpl-APjwcgWXRFIMJO2yPqiyx5MN81nKB', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""Could you please clarify if you're asking for the course description of COMP690, COMP893, or something else?"", refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698174, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=22, prompt_tokens=575, total_tokens=597, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.2076244354248047,
I am asking about COMP893,"[dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['pages (not including spacing, figures and tables) for this section.  \n \n3. Self-assessment of the Project Experience.  In this section you should answer the following \nquestions:  \n \n  Comp 893 \n - What did you learn from your experience?']), dict_values(['• Function effectively as a member or leader of a team engaged in IT activities.  \n• Identify and analyze user needs in the process of developing and operating computing \nsystems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28'])]","ChatCompletion(id='chatcmpl-APjwg01LsVtm65wyVBYFaVTa73WWp', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='What would you like to know about COMP893? If you have specific questions about the course, feel free to ask!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698178, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=24, prompt_tokens=1126, total_tokens=1150, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.63224458694458,893
Is there a phone number for the professor?,[],"ChatCompletion(id='chatcmpl-APjwkbsgNZDSjgNLSF3E4bVcwsxo0', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""I don’t have that information right now. I recommend checking the syllabus for the course (COMP690 or COMP893) or reaching out to the department for the professor's contact details."", refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698182, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=37, prompt_tokens=579, total_tokens=616, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.7181484699249268,
I am asking about COMP893,"[dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['pages (not including spacing, figures and tables) for this section.  \n \n3. Self-assessment of the Project Experience.  In this section you should answer the following \nquestions:  \n \n  Comp 893 \n - What did you learn from your experience?']), dict_values(['• Function effectively as a member or leader of a team engaged in IT activities.  \n• Identify and analyze user needs in the process of developing and operating computing \nsystems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28'])]","ChatCompletion(id='chatcmpl-APjwnfWkagJ2P2VThKwBHZosjCAwv', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='What would you like to know about COMP893? Whether it’s about the course structure, schedule, or specific topics, feel free to ask!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698185, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=29, prompt_tokens=1126, total_tokens=1155, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.6627650260925293,893
What is the professor's full title?,[],"ChatCompletion(id='chatcmpl-APjwrMoGbtf21YQaqfIn7uodHbsts', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""I'm not sure about the professor's full title right now. I recommend checking the course syllabus for COMP690 or COMP893 for the most accurate information. Let me know if you have any other questions!"", refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698189, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=40, prompt_tokens=578, total_tokens=618, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.079643726348877,
I am asking about COMP893,"[dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['pages (not including spacing, figures and tables) for this section.  \n \n3. Self-assessment of the Project Experience.  In this section you should answer the following \nquestions:  \n \n  Comp 893 \n - What did you learn from your experience?']), dict_values(['• Function effectively as a member or leader of a team engaged in IT activities.  \n• Identify and analyze user needs in the process of developing and operating computing \nsystems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28'])]","ChatCompletion(id='chatcmpl-APk7M1HKfSq5iZ9tKlKrhBEPrGGdl', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='What would you like to know about COMP893? Are you looking for information on course structure, credits, schedule, or something else? Let me know!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698840, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=31, prompt_tokens=1126, total_tokens=1157, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",2.231959581375122,893
What's the course name?,"[dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['coursework, etc.   \n- What advice would you have for a fellow student and/or faculty member with regard to \nyour experience? \n \nUse full sentences, instead of bullet points, in your writing. You need to have minimal 3 \nfull pages (not including spacing, figures and tables) for this section.']), dict_values(['make appointments. \n \n \nCOURSE DESCRIPTION \n \nThe internship course provides experiential learning experience through placement in team \nprojects. This hands-on experience allows students to gain practical skills and insights into the']), dict_values(['11/20 \n • Scrum meetings (Monday, Wednesday, Friday) \n• Weekly status report \nWeek 14 \n11/27 \nNo class \n • Thanksgiving Break \n• Scrum meetings (Monday only) \nWeek 15 \n12/4  \n • Scrum meetings (Monday only) \n• End of 3rd Sprint \n• Retrospective / lessons learned  \n• Final Report due on 12/9']), dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['Week 4 \n9/18 \n • 1st Sprint development starts. \n• Scrum meetings start. ß \n \nWeek 5 \n9/25 \n • Scrum meetings (Monday, Wednesday, Friday) \n \nWeek 6 \n10/2 \n • Scrum meetings (Monday only) \n• End of 1st Sprint \n• Sprint Review + Sprint Retrospective \n \nWeek 7 \n10/9 \n • 2nd Sprint Planning meeting'])]","ChatCompletion(id='chatcmpl-APk7PpopcHMPi5Mf9lhYVJhroIwTJ', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='The course name for COMP893 is ""COMP 893 Team Project Internship."" If you have any other questions about the course, feel free to ask!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698843, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=30, prompt_tokens=1203, total_tokens=1233, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",0.9268982410430908,893
I am asking about COMP893,"[dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['pages (not including spacing, figures and tables) for this section.  \n \n3. Self-assessment of the Project Experience.  In this section you should answer the following \nquestions:  \n \n  Comp 893 \n - What did you learn from your experience?']), dict_values(['• Function effectively as a member or leader of a team engaged in IT activities.  \n• Identify and analyze user needs in the process of developing and operating computing \nsystems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28'])]","ChatCompletion(id='chatcmpl-APk7UwTAx1ImsFgO0ebPPmcekELmw', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""What would you like to know about COMP893? Whether it's about the course structure, credits, or anything specific related to the internship experience, I'm here to help!"", refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698848, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=33, prompt_tokens=1126, total_tokens=1159, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.8312792778015137,893
How many credits is this course?,"[dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['10% Homework: additional homework in project management and development tools.  \n \n20% Final Project Report:  See Appendix A for the report format.  \n \nCredit hour workload estimate: a minimum of 45 hours of student academic work per \ncredit per term.  \n \n \n \n  \n \n  Comp 893']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['coursework, etc.   \n- What advice would you have for a fellow student and/or faculty member with regard to \nyour experience? \n \nUse full sentences, instead of bullet points, in your writing. You need to have minimal 3 \nfull pages (not including spacing, figures and tables) for this section.']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and'])]","ChatCompletion(id='chatcmpl-APk7XycMawhNTG9FLsUB2vmr2VhK3', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='COMP893 offers 1 to 3 credits, depending on your enrollment and the nature of your internship activities. If you have any more questions about the course, feel free to ask!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698851, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=37, prompt_tokens=1154, total_tokens=1191, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",0.8525762557983398,893
I am asking about COMP893,"[dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['pages (not including spacing, figures and tables) for this section.  \n \n3. Self-assessment of the Project Experience.  In this section you should answer the following \nquestions:  \n \n  Comp 893 \n - What did you learn from your experience?']), dict_values(['• Function effectively as a member or leader of a team engaged in IT activities.  \n• Identify and analyze user needs in the process of developing and operating computing \nsystems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28'])]","ChatCompletion(id='chatcmpl-APk7bqbJgzEWkT66URWwRDNLtEOY6', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""What would you like to know about COMP893? Feel free to ask anything specific, and I'll be happy to help!"", refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698855, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=24, prompt_tokens=1126, total_tokens=1150, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.0899889469146729,893
When is this course offered?,"[dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['about the circumstances and request to be excused for the meeting BEFORE the class meeting. \nYou will also need to arrange a meeting with the instructor individually to update your internship \nprogress.  \n \nLate Submissions']), dict_values(['make appointments. \n \n \nCOURSE DESCRIPTION \n \nThe internship course provides experiential learning experience through placement in team \nprojects. This hands-on experience allows students to gain practical skills and insights into the']), dict_values(['the student: \n• Emails prior to the deadline and  \n• Explains and provides evidence for the circumstances that have prevented the student from \nmeeting class requirement.  \nFailing to comply with these rules may result in no credit for the assignment.  \n \n \nAppendix A: Final Report Requirements:']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .'])]","ChatCompletion(id='chatcmpl-APk7ed5JOZqEgK6Ejh7LWMTM8QewA', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='COMP893 is offered in the Fall 2024 term. The class location is in Room P142, with two sections on Wednesdays: the first from 9:10 AM to 12 PM and the second from 1:10 PM to 4 PM. If you have any other questions about the course, feel free to ask!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698858, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=68, prompt_tokens=1099, total_tokens=1167, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",1.1925256252288818,893
I am asking about COMP893,"[dict_values(['Comp 893\n COMP893 Team Project Internship \n Course Syllabus \n \n \nBASIC INFORMATION \n \nCourse Information \nName:   COMP 893 Team Project Internship  \nCredits:   1-3 \nTerm:    Fall 2024 \nLocation:  Rm P142 \nTime:    M1 Section: Wednesday 9:10am-12pm \n   M2 Section: Wednesday 1:10-4pm']), dict_values(['questions:  \n \n  Comp 893 \n - What did you learn from your experience?  \n- What is the relationship of the work to your major studies? \n- What were the benefits to you? \n- What is the comparison between theory (things you have learned in the classroom) and']), dict_values(['systems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28 \n \n • Class Introduction / Development Team (DT) Setup \n• Intro to Project Management  \n• Intro to Scrum workflow \n• Project Goal \nWeek 2 \n9/4  \n • Project Kickoff  \n• Environment Setup: Jira']), dict_values(['You need to earn minimal 75% in your final report grade to pass the course.  \n \n \n \n  \n \n  Comp 893\n  \n \n \n------------------------------------------------------------------------------------------------------------------ \nUNH Academic Integrity policy:  Academic Integrity Policy link .']), dict_values(['pages (not including spacing, figures and tables) for this section.  \n \n3. Self-assessment of the Project Experience.  In this section you should answer the following \nquestions:  \n \n  Comp 893 \n - What did you learn from your experience?']), dict_values(['• Function effectively as a member or leader of a team engaged in IT activities.  \n• Identify and analyze user needs in the process of developing and operating computing \nsystems.  \n  \n \n  \n \n  Comp 893 \n  \nTENTATIVE COURSE SCHEDULE \n \nWeeks Activities \nWeek 1   \n8/28'])]","ChatCompletion(id='chatcmpl-APk7hQXEVYo0buv8k7cKcM8xwXYrA', choices=[Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='What would you like to know about COMP893? Feel free to ask!', refusal=None, role='assistant', audio=None, function_call=None, tool_calls=None))], created=1730698861, model='gpt-4o-mini-2024-07-18', object='chat.completion', service_tier=None, system_fingerprint='fp_0ba0d124f1', usage=CompletionUsage(completion_tokens=15, prompt_tokens=1126, total_tokens=1141, completion_tokens_details=CompletionTokensDetails(audio_tokens=None, reasoning_tokens=0), prompt_tokens_details=PromptTokensDetails(audio_tokens=None, cached_tokens=0)))",0.9703230857849121,893
